pool_id,battle_rule_preset,trainer_id,trainer_name_zh,team_index,slot,species_id,species,species_tier,stage_tier,generation_profile,source
rainbow_rocket:坂木,gen8,villain:彩虹火箭队:坂木:1,坂木,2,3,rhyperior,Rhyperior,6,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen8,villain:彩虹火箭队:坂木:1,坂木,2,4,nidoking,Nidoking,6,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,1,1,mewtwo,Mewtwo,10,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,1,2,nidoking,Nidoking,6,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,1,3,nidoqueen,Nidoqueen,6,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,1,4,rhyperior,Rhyperior,6,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,2,1,mewtwo,Mewtwo,10,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,2,2,persian,Persian,4,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,2,3,rhyperior,Rhyperior,6,10,champion,rainbow-rocket-curated
rainbow_rocket:坂木,gen9,villain:彩虹火箭队:坂木:1,坂木,2,4,nidoking,Nidoking,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,1,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,1,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,2,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,2,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,2,3,houndoom,Houndoom,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,none,villain:彩虹火箭队:赤焰松:2,赤焰松,2,4,weezing,Weezing,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,1,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,1,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,2,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,2,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,2,3,houndoom,Houndoom,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen7,villain:彩虹火箭队:赤焰松:2,赤焰松,2,4,weezing,Weezing,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,1,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,1,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,2,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,2,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,2,3,houndoom,Houndoom,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen8,villain:彩虹火箭队:赤焰松:2,赤焰松,2,4,weezing,Weezing,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,1,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,1,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,2,1,groudon,Groudon,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,2,2,camerupt,Camerupt,4,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,2,3,houndoom,Houndoom,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤焰松,gen9,villain:彩虹火箭队:赤焰松:2,赤焰松,2,4,weezing,Weezing,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,1,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,1,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,2,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,2,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,2,3,walrein,Walrein,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,none,villain:彩虹火箭队:水梧桐:3,水梧桐,2,4,muk,Muk,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,1,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,1,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,2,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,2,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,2,3,walrein,Walrein,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen7,villain:彩虹火箭队:水梧桐:3,水梧桐,2,4,muk,Muk,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,1,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,1,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,2,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,2,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,2,3,walrein,Walrein,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen8,villain:彩虹火箭队:水梧桐:3,水梧桐,2,4,muk,Muk,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,1,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,1,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,1,3,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,1,4,mightyena,Mightyena,4,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,2,1,kyogre,Kyogre,10,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,2,2,sharpedo,Sharpedo,5,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,2,3,walrein,Walrein,6,10,champion,rainbow-rocket-curated
rainbow_rocket:水梧桐,gen9,villain:彩虹火箭队:水梧桐:3,水梧桐,2,4,muk,Muk,5,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,1,1,dialga,Dialga,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,1,2,palkia,Palkia,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,1,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,1,4,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,2,1,giratina,Giratina,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,2,2,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,2,3,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,none,villain:彩虹火箭队:赤日:4,赤日,2,4,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,1,1,dialga,Dialga,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,1,2,palkia,Palkia,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,1,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,1,4,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,2,1,giratina,Giratina,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,2,2,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,2,3,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen7,villain:彩虹火箭队:赤日:4,赤日,2,4,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,1,1,dialga,Dialga,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,1,2,palkia,Palkia,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,1,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,1,4,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,2,1,giratina,Giratina,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,2,2,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,2,3,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen8,villain:彩虹火箭队:赤日:4,赤日,2,4,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,1,1,dialga,Dialga,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,1,2,palkia,Palkia,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,1,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,1,4,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,2,1,giratina,Giratina,10,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,2,2,crobat,Crobat,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,2,3,weavile,Weavile,6,10,champion,rainbow-rocket-curated
rainbow_rocket:赤日,gen9,villain:彩虹火箭队:赤日:4,赤日,2,4,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,1,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,1,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,1,3,cofagrigus,Cofagrigus,5,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,1,4,seismitoad,Seismitoad,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,2,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,2,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,2,3,eelektross,Eelektross,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,none,villain:彩虹火箭队:魁奇思:5,魁奇思,2,4,bisharp,Bisharp,4,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,1,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,1,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,1,3,cofagrigus,Cofagrigus,5,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,1,4,seismitoad,Seismitoad,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,2,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,2,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,2,3,eelektross,Eelektross,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen7,villain:彩虹火箭队:魁奇思:5,魁奇思,2,4,bisharp,Bisharp,4,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,1,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,1,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,1,3,cofagrigus,Cofagrigus,5,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,1,4,seismitoad,Seismitoad,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,2,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,2,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,2,3,eelektross,Eelektross,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen8,villain:彩虹火箭队:魁奇思:5,魁奇思,2,4,bisharp,Bisharp,4,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,1,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,1,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,1,3,cofagrigus,Cofagrigus,5,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,1,4,seismitoad,Seismitoad,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,2,1,kyurem,Kyurem,10,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,2,2,hydreigon,Hydreigon,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,2,3,eelektross,Eelektross,6,10,champion,rainbow-rocket-curated
rainbow_rocket:魁奇思,gen9,villain:彩虹火箭队:魁奇思:5,魁奇思,2,4,bisharp,Bisharp,4,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,1,xerneas,Xerneas,10,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,3,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,4,mienshao,Mienshao,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,1,yveltal,Yveltal,10,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,none,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,4,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,1,xerneas,Xerneas,10,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,3,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,4,mienshao,Mienshao,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,1,yveltal,Yveltal,10,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen7,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,4,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,1,xerneas,Xerneas,10,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,3,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,4,mienshao,Mienshao,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,1,yveltal,Yveltal,10,10,champion,rainbow-rocket-curated
