trainer_id,trainer_name_zh,trainer_type,trainer_tier,species_id,species,count,source_names
elite4:阿罗拉地区:丽姿:2,丽姿,elite4,elite4,armaldo,Armaldo,1,太古盔甲
elite4:阿罗拉地区:丽姿:2,丽姿,elite4,elite4,cradily,Cradily,1,摇篮百合
elite4:阿罗拉地区:丽姿:2,丽姿,elite4,elite4,gigalith,Gigalith,1,庞岩怪
elite4:阿罗拉地区:马睿因:5,马睿因,elite4,elite4,klefki,Klefki,1,钥圈儿
elite4:阿罗拉地区:马睿因:5,马睿因,elite4,elite4,bisharp,Bisharp,1,劈斩司令
elite4:阿罗拉地区:马睿因:5,马睿因,elite4,elite4,magnezone,Magnezone,1,自爆磁怪
elite4:阿罗拉地区:马睿因:5,马睿因,elite4,elite4,metagross,Metagross,1,巨金怪
elite4:阿罗拉地区:马睿因:5,马睿因,elite4,elite4,dugtrio,Dugtrio,1,三地鼠
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,venomoth,Venomoth,6,摩鲁蛾
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,muk,Muk,5,臭臭泥
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,venonat,Venonat,4,毛球
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,weezing,Weezing,3,双弹瓦斯
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,golbat,Golbat,3,大嘴蝠|阿桔的大嘴蝠#动画中
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,koffing,Koffing,2,瓦斯弹
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,crobat,Crobat,2,叉字蝠
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,tentacruel,Tentacruel,1,毒刺水母
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,ariados,Ariados,1,阿利多斯
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,forretress,Forretress,1,佛烈托斯
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,skuntank,Skuntank,1,坦克臭鼬
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,toxicroak,Toxicroak,1,毒骷蛙
elite4:城都地区:阿桔:2,阿桔,elite4,elite4,swalot,Swalot,1,吞食兽
elite4:城都地区:梨花:4,梨花,elite4,elite4,umbreon,Umbreon,2,月亮伊布
elite4:城都地区:梨花:4,梨花,elite4,elite4,houndoom,Houndoom,2,黑鲁加
elite4:城都地区:梨花:4,梨花,elite4,elite4,vileplume,Vileplume,1,霸王花
elite4:城都地区:梨花:4,梨花,elite4,elite4,murkrow,Murkrow,1,黑暗鸦
elite4:城都地区:梨花:4,梨花,elite4,elite4,gengar,Gengar,1,耿鬼
elite4:城都地区:梨花:4,梨花,elite4,elite4,weavile,Weavile,1,玛狃拉
elite4:城都地区:梨花:4,梨花,elite4,elite4,spiritomb,Spiritomb,1,花岩怪
elite4:城都地区:梨花:4,梨花,elite4,elite4,absol,Absol,1,阿勃梭鲁
elite4:城都地区:梨花:4,梨花,elite4,elite4,honchkrow,Honchkrow,1,乌鸦头头
elite4:城都地区:希巴:3,希巴,elite4,elite4,hitmonchan,Hitmonchan,7,快拳郎
elite4:城都地区:希巴:3,希巴,elite4,elite4,onix,Onix,6,大岩蛇
elite4:城都地区:希巴:3,希巴,elite4,elite4,hitmonlee,Hitmonlee,6,飞腿郎
elite4:城都地区:希巴:3,希巴,elite4,elite4,machamp,Machamp,6,怪力
elite4:城都地区:希巴:3,希巴,elite4,elite4,steelix,Steelix,2,大钢蛇
elite4:城都地区:希巴:3,希巴,elite4,elite4,poliwrath,Poliwrath,2,蚊香泳士
elite4:城都地区:希巴:3,希巴,elite4,elite4,hitmontop,Hitmontop,2,战舞郎
elite4:城都地区:希巴:3,希巴,elite4,elite4,golem,Golem,1,隆隆岩
elite4:城都地区:希巴:3,希巴,elite4,elite4,hariyama,Hariyama,1,铁掌力士
elite4:城都地区:希巴:3,希巴,elite4,elite4,lucario,Lucario,1,路卡利欧
elite4:城都地区:希巴:3,希巴,elite4,elite4,primeape,Primeape,1,火暴猴
elite4:城都地区:一树:1,一树,elite4,elite4,xatu,Xatu,3,天然鸟
elite4:城都地区:一树:1,一树,elite4,elite4,jynx,Jynx,2,迷唇姐
elite4:城都地区:一树:1,一树,elite4,elite4,slowbro,Slowbro,2,呆壳兽
elite4:城都地区:一树:1,一树,elite4,elite4,exeggutor,Exeggutor,1,椰蛋树
elite4:城都地区:一树:1,一树,elite4,elite4,bronzong,Bronzong,1,青铜钟
elite4:城都地区:一树:1,一树,elite4,elite4,grumpig,Grumpig,1,噗噗猪
elite4:城都地区:一树:1,一树,elite4,elite4,gardevoir,Gardevoir,1,沙奈朵
elite4:丰缘地区:波妮:3,波妮,elite4,elite4,glalie,Glalie,5,冰鬼护
elite4:丰缘地区:波妮:3,波妮,elite4,elite4,walrein,Walrein,3,帝牙海狮
elite4:丰缘地区:波妮:3,波妮,elite4,elite4,froslass,Froslass,3,雪妖女
elite4:丰缘地区:波妮:3,波妮,elite4,elite4,sealeo,Sealeo,2,海魔狮
elite4:丰缘地区:波妮:3,波妮,elite4,elite4,abomasnow,Abomasnow,1,暴雪王
elite4:丰缘地区:波妮:3,波妮,elite4,elite4,beartic,Beartic,1,冻原熊
elite4:丰缘地区:波妮:3,波妮,elite4,elite4,vanilluxe,Vanilluxe,1,双倍多多冰
elite4:丰缘地区:芙蓉:2,芙蓉,elite4,elite4,banette,Banette,5,诅咒娃娃
elite4:丰缘地区:芙蓉:2,芙蓉,elite4,elite4,dusclops,Dusclops,3,彷徨夜灵
elite4:丰缘地区:芙蓉:2,芙蓉,elite4,elite4,sableye,Sableye,3,勾魂眼
elite4:丰缘地区:芙蓉:2,芙蓉,elite4,elite4,dusknoir,Dusknoir,2,黑夜魔灵
elite4:丰缘地区:芙蓉:2,芙蓉,elite4,elite4,mismagius,Mismagius,1,梦妖魔
elite4:丰缘地区:芙蓉:2,芙蓉,elite4,elite4,drifblim,Drifblim,1,随风球
elite4:丰缘地区:芙蓉:2,芙蓉,elite4,elite4,chandelure,Chandelure,1,水晶灯火灵
elite4:丰缘地区:花月:1,花月,elite4,elite4,shiftry,Shiftry,4,狡猾天狗
elite4:丰缘地区:花月:1,花月,elite4,elite4,absol,Absol,4,阿勃梭鲁
elite4:丰缘地区:花月:1,花月,elite4,elite4,mightyena,Mightyena,3,大狼犬
elite4:丰缘地区:花月:1,花月,elite4,elite4,cacturne,Cacturne,3,梦歌仙人掌
elite4:丰缘地区:花月:1,花月,elite4,elite4,sharpedo,Sharpedo,3,巨牙鲨
elite4:丰缘地区:花月:1,花月,elite4,elite4,crawdaunt,Crawdaunt,1,铁螯龙虾
elite4:丰缘地区:花月:1,花月,elite4,elite4,scrafty,Scrafty,1,头巾混混
elite4:丰缘地区:花月:1,花月,elite4,elite4,zoroark,Zoroark,1,索罗亚克
elite4:丰缘地区:花月:1,花月,elite4,elite4,mandibuzz,Mandibuzz,1,秃鹰娜
elite4:丰缘地区:源治:4,源治,elite4,elite4,flygon,Flygon,6,沙漠蜻蜓
elite4:丰缘地区:源治:4,源治,elite4,elite4,altaria,Altaria,4,七夕青鸟
elite4:丰缘地区:源治:4,源治,elite4,elite4,salamence,Salamence,4,暴飞龙
elite4:丰缘地区:源治:4,源治,elite4,elite4,kingdra,Kingdra,3,刺龙王
elite4:丰缘地区:源治:4,源治,elite4,elite4,shelgon,Shelgon,2,甲壳龙
elite4:丰缘地区:源治:4,源治,elite4,elite4,dragalge,Dragalge,1,毒藻龙
elite4:丰缘地区:源治:4,源治,elite4,elite4,haxorus,Haxorus,1,双斧战龙
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,dragonite,Dragonite,5,快龙
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,gyarados,Gyarados,4,暴鲤龙
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,aerodactyl,Aerodactyl,4,化石翼龙
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,dragonair,Dragonair,2,哈克龙
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,seadra,Seadra,2,海刺龙
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,charizard,Charizard,2,喷火龙
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,kingdra,Kingdra,1,刺龙王
elite4:关都地区:阿渡:4,阿渡,elite4,elite4,exeggutor,Exeggutor,1,椰蛋树
elite4:关都地区:菊子:3,菊子,elite4,elite4,gengar,Gengar,9,菊子的耿鬼#动画中|耿鬼
elite4:关都地区:菊子:3,菊子,elite4,elite4,golbat,Golbat,4,大嘴蝠
elite4:关都地区:菊子:3,菊子,elite4,elite4,arbok,Arbok,4,阿柏怪
elite4:关都地区:菊子:3,菊子,elite4,elite4,marowak,Marowak,2,嘎啦嘎啦
elite4:关都地区:菊子:3,菊子,elite4,elite4,weezing,Weezing,2,双弹瓦斯
elite4:关都地区:菊子:3,菊子,elite4,elite4,seadra,Seadra,1,海刺龙
elite4:关都地区:菊子:3,菊子,elite4,elite4,blastoise,Blastoise,1,水箭龟
elite4:关都地区:菊子:3,菊子,elite4,elite4,nidoqueen,Nidoqueen,1,尼多后
elite4:关都地区:菊子:3,菊子,elite4,elite4,machoke,Machoke,1,豪力
elite4:关都地区:菊子:3,菊子,elite4,elite4,scyther,Scyther,1,飞天螳螂
elite4:关都地区:菊子:3,菊子,elite4,elite4,electrode,Electrode,1,顽皮雷弹
elite4:关都地区:菊子:3,菊子,elite4,elite4,geodude,Geodude,1,小拳石
elite4:关都地区:菊子:3,菊子,elite4,elite4,electabuzz,Electabuzz,1,电击兽
elite4:关都地区:菊子:3,菊子,elite4,elite4,exeggutor,Exeggutor,1,椰蛋树
elite4:关都地区:菊子:3,菊子,elite4,elite4,starmie,Starmie,1,宝石海星
elite4:关都地区:菊子:3,菊子,elite4,elite4,alakazam,Alakazam,1,胡地
elite4:关都地区:菊子:3,菊子,elite4,elite4,haunter,Haunter,1,鬼斯通
elite4:关都地区:菊子:3,菊子,elite4,elite4,crobat,Crobat,1,叉字蝠
elite4:关都地区:菊子:3,菊子,elite4,elite4,misdreavus,Misdreavus,1,梦妖
elite4:关都地区:科拿:1,科拿,elite4,elite4,dewgong,Dewgong,5,白海狮
elite4:关都地区:科拿:1,科拿,elite4,elite4,cloyster,Cloyster,5,刺甲贝
elite4:关都地区:科拿:1,科拿,elite4,elite4,jynx,Jynx,4,迷唇姐
elite4:关都地区:科拿:1,科拿,elite4,elite4,lapras,Lapras,4,拉普拉斯
elite4:关都地区:科拿:1,科拿,elite4,elite4,slowbro,Slowbro,3,呆壳兽
elite4:关都地区:科拿:1,科拿,elite4,elite4,piloswine,Piloswine,1,长毛猪
elite4:关都地区:科拿:1,科拿,elite4,elite4,sandslash,Sandslash,1,穿山王
elite4:关都地区:科拿:1,科拿,elite4,elite4,furfrou,Furfrou,1,多丽米亚
elite4:关都地区:科拿:1,科拿,elite4,elite4,pikachu,Pikachu,1,皮卡丘
elite4:关都地区:科拿:1,科拿,elite4,elite4,charmander,Charmander,1,小火龙
elite4:关都地区:科拿:1,科拿,elite4,elite4,butterfree,Butterfree,1,巴大蝶
elite4:关都地区:科拿:1,科拿,elite4,elite4,poliwhirl,Poliwhirl,1,蚊香君
elite4:关都地区:希巴:2,希巴,elite4,elite4,hitmonchan,Hitmonchan,7,快拳郎
elite4:关都地区:希巴:2,希巴,elite4,elite4,onix,Onix,6,大岩蛇
elite4:关都地区:希巴:2,希巴,elite4,elite4,hitmonlee,Hitmonlee,6,飞腿郎
elite4:关都地区:希巴:2,希巴,elite4,elite4,machamp,Machamp,6,怪力
elite4:关都地区:希巴:2,希巴,elite4,elite4,steelix,Steelix,2,大钢蛇
elite4:关都地区:希巴:2,希巴,elite4,elite4,poliwrath,Poliwrath,2,蚊香泳士
elite4:关都地区:希巴:2,希巴,elite4,elite4,hitmontop,Hitmontop,2,战舞郎
elite4:关都地区:希巴:2,希巴,elite4,elite4,golem,Golem,1,隆隆岩
elite4:关都地区:希巴:2,希巴,elite4,elite4,hariyama,Hariyama,1,铁掌力士
elite4:关都地区:希巴:2,希巴,elite4,elite4,lucario,Lucario,1,路卡利欧
elite4:关都地区:希巴:2,希巴,elite4,elite4,primeape,Primeape,1,火暴猴
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,reuniclus,Reuniclus,6,人造细胞卵
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,musharna,Musharna,6,梦梦蚀
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,gothitelle,Gothitelle,6,哥德小姐
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,sigilyph,Sigilyph,5,象征鸟
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,metagross,Metagross,4,巨金怪
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,gallade,Gallade,2,艾路雷朵
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,bronzong,Bronzong,1,青铜钟
elite4:合众地区:嘉德丽雅:4,嘉德丽雅,elite4,elite4,alakazam,Alakazam,1,胡地
elite4:合众地区:连武:2,连武,elite4,elite4,throh,Throh,6,投摔鬼
elite4:合众地区:连武:2,连武,elite4,elite4,sawk,Sawk,6,打击鬼
elite4:合众地区:连武:2,连武,elite4,elite4,conkeldurr,Conkeldurr,6,修建老匠
elite4:合众地区:连武:2,连武,elite4,elite4,mienshao,Mienshao,6,师父鼬
elite4:合众地区:连武:2,连武,elite4,elite4,lucario,Lucario,3,路卡利欧
elite4:合众地区:连武:2,连武,elite4,elite4,breloom,Breloom,1,斗笠菇
elite4:合众地区:连武:2,连武,elite4,elite4,toxicroak,Toxicroak,1,毒骷蛙
elite4:合众地区:连武:2,连武,elite4,elite4,medicham,Medicham,1,恰雷姆
elite4:合众地区:连武:2,连武,elite4,elite4,machamp,Machamp,1,怪力
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,cofagrigus,Cofagrigus,6,迭失棺
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,golurk,Golurk,6,泥偶巨人
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,chandelure,Chandelure,6,水晶灯火灵
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,drifblim,Drifblim,5,随风球
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,froslass,Froslass,3,雪妖女
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,jellicent,Jellicent,2,胖嘟嘟
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,banette,Banette,1,诅咒娃娃
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,mismagius,Mismagius,1,梦妖魔
elite4:合众地区:婉龙:3,婉龙,elite4,elite4,gengar,Gengar,1,耿鬼
elite4:合众地区:越橘:1,越橘,elite4,elite4,scrafty,Scrafty,6,头巾混混
elite4:合众地区:越橘:1,越橘,elite4,elite4,krookodile,Krookodile,6,流氓鳄
elite4:合众地区:越橘:1,越橘,elite4,elite4,bisharp,Bisharp,6,劈斩司令
elite4:合众地区:越橘:1,越橘,elite4,elite4,liepard,Liepard,5,酷豹
elite4:合众地区:越橘:1,越橘,elite4,elite4,honchkrow,Honchkrow,2,乌鸦头头
elite4:合众地区:越橘:1,越橘,elite4,elite4,houndoom,Houndoom,2,黑鲁加
elite4:合众地区:越橘:1,越橘,elite4,elite4,sharpedo,Sharpedo,1,巨牙鲨
elite4:合众地区:越橘:1,越橘,elite4,elite4,drapion,Drapion,1,龙王蝎
elite4:合众地区:越橘:1,越橘,elite4,elite4,absol,Absol,1,阿勃梭鲁
elite4:合众地区:越橘:1,越橘,elite4,elite4,tyranitar,Tyranitar,1,班基拉斯
elite4:卡洛斯地区:朵拉塞娜:4,朵拉塞娜,elite4,elite4,dragalge,Dragalge,1,毒藻龙
elite4:卡洛斯地区:朵拉塞娜:4,朵拉塞娜,elite4,elite4,altaria,Altaria,1,七夕青鸟
elite4:卡洛斯地区:朵拉塞娜:4,朵拉塞娜,elite4,elite4,druddigon,Druddigon,1,赤面龙
elite4:卡洛斯地区:朵拉塞娜:4,朵拉塞娜,elite4,elite4,noivern,Noivern,1,音波龙
elite4:卡洛斯地区:帕琦拉:1,帕琦拉,elite4,elite4,pyroar,Pyroar,1,火炎狮
elite4:卡洛斯地区:帕琦拉:1,帕琦拉,elite4,elite4,torkoal,Torkoal,1,煤炭龟
elite4:卡洛斯地区:帕琦拉:1,帕琦拉,elite4,elite4,chandelure,Chandelure,1,水晶灯火灵
elite4:卡洛斯地区:帕琦拉:1,帕琦拉,elite4,elite4,talonflame,Talonflame,1,烈箭鹰
elite4:卡洛斯地区:雁铠:3,雁铠,elite4,elite4,klefki,Klefki,1,钥圈儿
elite4:卡洛斯地区:雁铠:3,雁铠,elite4,elite4,probopass,Probopass,1,大朝北鼻
elite4:卡洛斯地区:雁铠:3,雁铠,elite4,elite4,scizor,Scizor,1,巨钳螳螂
elite4:卡洛斯地区:雁铠:3,雁铠,elite4,elite4,aegislash,Aegislash,1,坚盾剑怪
elite4:卡洛斯地区:志米:2,志米,elite4,elite4,clawitzer,Clawitzer,1,钢炮臂虾
elite4:卡洛斯地区:志米:2,志米,elite4,elite4,starmie,Starmie,1,宝石海星
elite4:卡洛斯地区:志米:2,志米,elite4,elite4,gyarados,Gyarados,1,暴鲤龙
elite4:卡洛斯地区:志米:2,志米,elite4,elite4,barbaracle,Barbaracle,1,龟足巨铠
elite4:蓝莓学园:赤松:1,赤松,elite4,elite4,talonflame,Talonflame,1,烈箭鹰
elite4:蓝莓学园:赤松:1,赤松,elite4,elite4,rotom,Rotom,1,洛托姆
elite4:蓝莓学园:赤松:1,赤松,elite4,elite4,camerupt,Camerupt,1,喷火驼
elite4:蓝莓学园:赤松:1,赤松,elite4,elite4,exeggutor,Exeggutor,1,椰蛋树
elite4:蓝莓学园:赤松:1,赤松,elite4,elite4,magmortar,Magmortar,1,鸭嘴炎兽
elite4:蓝莓学园:赤松:1,赤松,elite4,elite4,blaziken,Blaziken,1,火焰鸡
elite4:蓝莓学园:杜若:4,杜若,elite4,elite4,furfrou,Furfrou,3,多丽米亚
elite4:蓝莓学园:杜若:4,杜若,elite4,elite4,flygon,Flygon,1,沙漠蜻蜓
elite4:蓝莓学园:杜若:4,杜若,elite4,elite4,dragonite,Dragonite,1,快龙
elite4:蓝莓学园:杜若:4,杜若,elite4,elite4,kingdra,Kingdra,1,刺龙王
